237812671, client_var_med_img.txt,,,,,,,,,,
237832796, client_var_med_img.txt,,,,,,,,,,
237852890, client_var_med_img.txt,,,,,,,,,,
237872968, client_var_med_img.txt,,,,,,,,,,
237890087,[[8.47600000e+04 0.00000000e+00 4.05881389e+00]],0.947777778,5.222222222,0,100,0,0,,,,
237892249,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.841333333,15.86666667,0,100,0,1,,,,
237893046, client_var_med_img.txt,,,,,,,,,,
237894417,[[6.69723077e+04 0.00000000e+00 3.70043972e+00]],0.676153846,32.38461538,0,100,0,2,,,,
237896568,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.934117647,6.588235294,0,100,0,0,,,,
237898632,[[6.69725000e+04 0.00000000e+00 3.80735492e+00]],0.662857143,33.71428571,0,100,0,3,,,,
237900763,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.808666667,19.13333333,0,100,0,1,,,,
237902855,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.940588235,5.941176471,0,100,0,0,,,,
237904888,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.922352941,7.764705882,0,100,0,0,,,,
237907050,[[6.69728462e+04 0.00000000e+00 3.70043972e+00]],0.563846154,43.61538462,0,100,0,2,,,,
237909181,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.822,17.8,0,100,0,1,,,,
237911358,[[6.69728462e+04 0.00000000e+00 3.70043972e+00]],0.633076923,36.69230769,0,100,0,3,,,,
237913078, client_var_med_img.txt,,,,,,,,,,
237913412,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.938235294,6.176470588,0,100,0,0,,,,
237915487,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.83,17,0,100,0,1,,,,
237917538,[[8.476e+04 0.000e+00 3.875e+00]],0.9175,8.25,0,100,0,0,,,,
237919577,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.927647059,7.235294118,0,100,0,0,,,,
237921646,[[8.47600000e+04 0.00000000e+00 3.77355726e+00]],0.791333333,20.86666667,0,100,0,1,,,,
237923764,[[6.69730000e+04 0.00000000e+00 3.70043972e+00]],0.560769231,43.92307692,0,100,0,2,,,,
237925900,[[6.69723077e+04 0.00000000e+00 3.54659356e+00]],0.6,40,0,100,0,3,,,,
237927958,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.937058824,6.294117647,0,100,0,0,,,,
237929998,[[8.47600000e+04 0.00000000e+00 4.05881389e+00]],0.932777778,6.722222222,0,100,0,0,,,,
237932107,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.780666667,21.93333333,0,100,0,1,,,,
237933125, client_var_med_img.txt,,,,,,,,,,
237934236,[[8.476e+04 0.000e+00 3.750e+00]],0.923125,7.6875,0,100,0,0,,,,
237936389,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.802,19.8,0,100,0,1,,,,
237938474,[[6.69724286e+04 0.00000000e+00 3.80735492e+00]],0.675714286,32.42857143,0,100,0,3,,,,
237940608,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.934117647,6.588235294,0,100,0,0,,,,
237942687,[[6.69725385e+04 0.00000000e+00 3.70043972e+00]],0.589230769,41.07692308,0,100,0,2,,,,
237944795,[[8.476000e+04 0.000000e+00 4.169925e+00]],0.97,3,0,100,0,0,,,,
237946883,[[8.476e+04 0.000e+00 4.000e+00]],0.86125,13.875,0,100,0,1,,,,
237948990,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.931764706,6.823529412,0,100,0,0,,,,
237951028,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.938235294,6.176470588,0,100,0,0,,,,
237953176,[[6.69722857e+04 0.00000000e+00 3.23592635e+00]],0.682142857,31.78571429,0,100,0,3,,,,
237953218, client_var_med_img.txt,,,,,,,,,,
237955301,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.822666667,17.73333333,0,100,0,1,,,,
237957360,[[8.47600000e+04 0.00000000e+00 4.24792751e+00]],0.927368421,7.263157895,0,100,0,0,,,,
237959477,[[6.69730000e+04 0.00000000e+00 3.70043972e+00]],0.577692308,42.23076923,0,100,0,2,,,,
237961599,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.824666667,17.53333333,0,100,0,1,,,,
237963662,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.928823529,7.117647059,0,100,0,0,,,,
237965766,[[6.69723077e+04 0.00000000e+00 3.70043972e+00]],0.633846154,36.61538462,0,100,0,3,,,,
237967812,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.927647059,7.235294118,0,100,0,0,,,,
237969919,[[8.47600000e+04 0.00000000e+00 3.77355726e+00]],0.815333333,18.46666667,0,100,0,1,,,,
237971976,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.932941176,6.705882353,0,100,0,0,,,,
237973312, client_var_med_img.txt,,,,,,,,,,
237974027,[[8.47600000e+04 0.00000000e+00 3.38158049e+00]],0.937058824,6.294117647,0,100,0,0,,,,
237976070,[[6.69730000e+04 0.00000000e+00 3.70043972e+00]],0.590769231,40.92307692,0,100,0,2,,,,
237978157,[[8.47600000e+04 0.00000000e+00 3.77355726e+00]],0.806666667,19.33333333,0,100,0,1,,,,
237980255,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.928823529,7.117647059,0,100,0,0,,,,
