1555107281, client_big_img.txt,,,,,,
1555127296, client_med_img_2.txt,,,,,,
1555147191,[[8.30895000e+05 9.18000000e+02 7.49595257e-01]],0.915714286,8.428571429,0,100,0,0
1555147359, client_small_txt_1.txt,,,,,,
1555149263,[[0.00e+00 9.18e+02 1.00e-10]],0.977647059,2.235294118,0,100,1,1
1555151314,[[0.00e+00 9.18e+02 1.00e-10]],0.992777778,0.722222222,0,100,1,2
1555153446,[[0.00e+00 5.84e+02 1.00e-10]],0.988888889,1.111111111,0,100,1,3
1555155555,[[0.00e+00 5.84e+02 1.00e-10]],0.9475,5.25,0,100,1,1
1555157722,[[0.00e+00 9.18e+02 1.00e-10]],0.988888889,1.111111111,0,100,1,2
1555159835,[[0.00e+00 5.84e+02 1.00e-10]],0.99,1,0,100,1,0
1555161925,[[0.00e+00 9.18e+02 1.00e-10]],0.974117647,2.588235294,0,100,1,3
1555164034,[[0.00e+00 5.84e+02 1.00e-10]],0.957058824,4.294117647,0,100,1,1
1555166139,[[0.00e+00 9.18e+02 1.00e-10]],0.992941176,0.705882353,0,100,1,2
1555167375, client_var_big_img.txt,,,,,,
1555168256,[[0.00e+00 5.84e+02 1.00e-10]],0.978,2.2,0,100,1,0
1555170289,[[3.276757e+06 0.000000e+00 3.000000e+00]],0,115.5,0,100,2,1
1555172533,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0,438.3333333,0,100,2,2
1555174724,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,1428,0,100,2,3
1555177770,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,910,0,100,2,0
1555179931,[[3.276757e+06 0.000000e+00 3.169925e+00]],0,109.5555556,0,100,2,1
1555182142,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0,398.3333333,0,100,2,2
1555184729,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,1331,0,100,2,3
1555187697,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,956,0,100,2,0
1555188453, client_var_med_img.txt,,,,,,
1555189903,[[8.476e+04 0.000e+00 4.000e+00]],0.90625,9.375,0,100,0,1
1555191971,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.710714286,28.92857143,0,100,0,0
1555194055,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.904117647,9.588235294,0,100,0,3
1555196141,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.386363636,61.36363636,0,100,0,2
1555198400,[[6.69722727e+04 0.00000000e+00 3.45943162e+00]],0.3,70,0,100,0,1
1555200573,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.782,21.8,0,100,0,0
1555202733,[[8.47600000e+04 0.00000000e+00 3.96981578e+00]],0.932352941,6.764705882,0,100,0,0
1555204764,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.925882353,7.411764706,0,100,0,1
1555206909,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.707857143,29.21428571,0,100,0,0
1555208484, client_big_img.txt,,,,,,
1555209048,[[7.45762917e+05 0.00000000e+00 2.61749246e+00]],0.5175,48.25,0,100,2,1
1555211139,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.73,27,0,100,2,2
1555213291,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.235555556,76.44444444,0,100,2,3
1555215451,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,646,0,100,2,1
1555217758,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.704545455,29.54545455,0,100,2,1
1555219838,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.983846154,1.615384615,0,100,2,1
1555221910,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.984285714,1.571428571,0,100,2,1
1555223977,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.976923077,2.307692308,0,100,2,0
1555226066,[[1.671167e+06 0.000000e+00 1.000000e-10]],0,134.75,0,100,2,1
1555228317,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.667,33.3,0,100,2,1
1555228562, client_med_img_2.txt,,,,,,
1555230372,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.980714286,1.928571429,0,100,2,1
1555232437,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985,1.5,0,100,2,2
1555234599,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.539090909,46.09090909,0,100,2,1
1555236770,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.924,7.6,0,100,2,1
1555238816,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.991333333,0.866666667,0,100,2,1
1555240879,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.988,1.2,0,100,2,1
1555242908,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.98875,1.125,0,100,2,1
1555244977,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.989375,1.0625,0,100,2,3
1555247070,[[8.24536e+05 0.00000e+00 1.00000e-10]],0,280,0,100,2,1
1555248687, client_small_txt_1.txt,,,,,,
1555249420,[[8.30895000e+05 9.18000000e+02 8.96038233e-01]],0.923125,7.6875,0,100,2,2
1555251564,[[0.00e+00 5.84e+02 1.00e-10]],0.987777778,1.222222222,0,100,1,0
1555253691,[[0.00e+00 9.18e+02 1.00e-10]],0.96875,3.125,0,100,1,3
1555255834,[[0.00e+00 5.84e+02 1.00e-10]],0.951764706,4.823529412,0,100,1,1
1555257957,[[0.00e+00 9.18e+02 1.00e-10]],0.995,0.5,0,100,1,0
1555260051,[[0.00e+00 9.18e+02 1.00e-10]],0.974117647,2.588235294,0,100,1,3
1555262152,[[0.00e+00 5.84e+02 1.00e-10]],0.977777778,2.222222222,0,100,1,1
1555264258,[[0.00e+00 9.18e+02 1.00e-10]],0.993333333,0.666666667,0,100,1,2
1555266368,[[0.00e+00 5.84e+02 1.00e-10]],0.987222222,1.277777778,0,100,1,0
1555268465,[[0.00e+00 9.18e+02 1.00e-10]],0.984375,1.5625,0,100,1,3
1555268781, client_var_big_img.txt,,,,,,
1555270543,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,998,0,100,3,0
1555272822,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0,155.1428571,0,100,3,1
1555274878,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0,451.6666667,0,100,3,2
1555277109,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,1184,0,100,3,0
1555279748,[[3.2767570e+06 0.0000000e+00 2.5849625e+00]],0,178.8333333,0,100,3,1
1555281988,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0,435,0,100,3,2
1555284188,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,1225,0,100,3,3
1555286922,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,949,0,100,3,0
1555288828, client_var_med_img.txt,,,,,,
1555289396,[[8.8275925e+05 0.0000000e+00 3.5849625e+00]],0.469166667,53.08333333,0,100,2,2
1555291514,[[6.69730000e+04 0.00000000e+00 3.32192809e+00]],0.269,73.1,0,100,0,0
1555293762,[[8.476e+04 0.000e+00 4.000e+00]],0.89875,10.125,0,100,0,0
1555295829,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.909411765,9.058823529,0,100,0,1
1555297955,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.691428571,30.85714286,0,100,0,3
1555300111,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.289090909,71.09090909,0,100,0,0
1555302302,[[8.476e+04 0.000e+00 4.000e+00]],0.883125,11.6875,0,100,0,1
1555304514,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.669285714,33.07142857,0,100,0,0
1555306603,[[8.476e+04 0.000e+00 4.000e+00]],0.905625,9.4375,0,100,0,0
1555308667,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.890666667,10.93333333,0,100,0,1
1555308968, client_big_img.txt,,,,,,
1555310911,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.757272727,24.27272727,0,100,3,0
1555312974,[[1.671167e+06 0.000000e+00 1.000000e-10]],0,129,0,100,3,2
1555315098,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.0175,98.25,0,100,3,3
1555317147,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,571.5,0,100,3,1
1555319223,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.796666667,20.33333333,0,100,3,1
1555321282,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.990666667,0.933333333,0,100,3,1
1555323312,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.981428571,1.857142857,0,100,3,1
1555325367,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.976923077,2.307692308,0,100,3,1
1555327432,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.983076923,1.692307692,0,100,3,1
1555329015, client_med_img_2.txt,,,,,,
1555329498,[[1.251031e+06 0.000000e+00 1.000000e+00]],0.813333333,18.66666667,0,100,2,2
1555331600,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.630909091,36.90909091,0,100,2,1
1555333762,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.840769231,15.92307692,0,100,2,2
1555335973,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.619090909,38.09090909,0,100,2,1
1555338123,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.854615385,14.53846154,0,100,2,1
1555340185,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985714286,1.428571429,0,100,2,1
1555342258,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.982857143,1.714285714,0,100,2,1
1555344328,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.983571429,1.642857143,0,100,2,2
1555346501,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.608181818,39.18181818,0,100,2,1
1555348635,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.883076923,11.69230769,0,100,2,1
1555349109, client_small_txt_1.txt,,,,,,
1555350718,[[0.00e+00 9.18e+02 1.00e-10]],0.988888889,1.111111111,0,100,1,3
1555352894,[[0.00e+00 5.84e+02 1.00e-10]],0.93625,6.375,0,100,1,2
1555355095,[[0.00e+00 5.84e+02 1.00e-10]],0.99047619,0.952380952,0,100,1,0
1555357268,[[0.00e+00 9.18e+02 1.00e-10]],0.9675,3.25,0,100,1,3
1555359417,[[0.00e+00 5.84e+02 1.00e-10]],0.94,6,0,100,1,1
1555361492,[[0.00e+00 9.18e+02 1.00e-10]],0.987777778,1.222222222,0,100,1,2
1555363688,[[0.00e+00 5.84e+02 1.00e-10]],0.984705882,1.529411765,0,100,1,0
1555365829,[[0.00e+00 9.18e+02 1.00e-10]],0.96875,3.125,0,100,1,3
1555367958,[[0.00e+00 5.84e+02 1.00e-10]],0.940625,5.9375,0,100,1,1
1555369156, client_var_big_img.txt,,,,,,
