804257942,[[6.69723333e+04 0.00000000e+00 3.58496250e+00]],0.439010019,0,1
804260043,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.528253305,0,0
804262139,[[8.47600000e+04 0.00000000e+00 3.96981578e+00]],0.705958092,0,2
804262843, client_big_img.txt,,,
804264250,[[9.82749571e+05 0.00000000e+00 1.66449778e+00]],0.311380724,2,1
804266342,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.517810166,2,1
804268369,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.878671345,2,3
804270458,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.128171187,2,1
804272598,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.563083595,2,0
804274655,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.383944471,2,1
804276819,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.55625662,2,0
804278977,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.37336808,2,1
804281057,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.557147429,2,2
804282890, client_med_img_2.txt,,,
804283163,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.325594921,2,3
804285304,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.230609618,2,1
804287741,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.668608687,2,0
804289826,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.44223244,2,1
804292009,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.639138821,2,2
804294114,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.509678242,2,1
804296221,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.606538816,2,0
804298371,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.433276113,2,3
804300436,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.215148374,2,2
804302533,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.511266397,2,1
804302906, client_small_txt_1.txt,,,
804304606,[[8.30895000e+05 9.18000000e+02 3.37290067e-01]],0.666036724,2,1
804306647,[[0.00e+00 9.18e+02 1.00e-10]],0.962473872,1,0
804308753,[[0.00e+00 9.18e+02 1.00e-10]],0.955080792,1,3
804310822,[[0.00e+00 5.84e+02 1.00e-10]],0.806693459,1,1
804312964,[[0.00e+00 9.18e+02 1.00e-10]],0.960662737,1,2
804315051,[[0.00e+00 5.84e+02 1.00e-10]],0.905219979,1,0
804317127,[[0.00e+00 9.18e+02 1.00e-10]],0.779927607,1,1
804319274,[[0.00e+00 9.18e+02 1.00e-10]],0.873108327,1,3
804321408,[[0.00e+00 5.84e+02 1.00e-10]],0.74805466,1,2
804323031, client_var_big_img.txt,,,
804323529,[[0.00e+00 5.84e+02 1.00e-10]],0.881168924,1,0
804326569,[[3.2767570e+06 0.0000000e+00 2.5849625e+00]],0.293513849,3,1
804328805,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.172982685,3,2
804330977,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.0021129,3,3
804334129,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.045172662,3,0
804336541,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.321523916,3,1
804338868,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.16034218,3,3
804341164,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.04179004,3,2
804343171, client_var_med_img.txt,,,
804343626,[[1.13558633e+06 0.00000000e+00 1.58496250e+00]],0.149042816,2,1
804345821,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.52732626,0,2
804347967,[[6.69730000e+04 0.00000000e+00 3.32192809e+00]],0.406389469,0,0
804350132,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.800738113,0,0
804352156,[[8.476e+04 0.000e+00 4.000e+00]],0.683448947,0,3
804354309,[[6.69726364e+04 0.00000000e+00 3.45943162e+00]],0.443712997,0,2
804356535,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.428627325,0,1
804358614,[[8.47600000e+04 0.00000000e+00 3.66449778e+00]],0.555245609,0,0
804360784,[[8.476e+04 0.000e+00 4.000e+00]],0.673677744,0,0
804362826,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.672114999,0,3
804363281, client_big_img.txt,,,
804364888,[[8.682775e+05 0.000000e+00 1.500000e+00]],0.206626073,2,1
804367372,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.541285892,3,2
804369438,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.372015178,3,0
804371492,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.378110937,3,2
804373568,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.35510432,3,3
804375676,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.125064664,3,0
804377837,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.379403984,3,1
804380025,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.578897723,3,2
804382209,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.369103913,3,1
804383375, client_med_img_2.txt,,,
804384355,[[1.18100833e+06 0.00000000e+00 9.79868757e-01]],0.502301784,2,0
804386477,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.441602791,2,1
804388673,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.663512247,2,0
804390730,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.440767743,2,1
804392921,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.631672325,2,1
804394970,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.889114484,2,1
804397027,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.865882716,2,1
804399073,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.874707628,2,1
804401124,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.855993686,2,0
804403195,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.445640434,2,1
804403390, client_small_txt_1.txt,,,
804405358,[[0.00e+00 9.18e+02 1.00e-10]],0.972560557,1,0
804407438,[[0.00e+00 9.18e+02 1.00e-10]],0.909072027,1,2
804409515,[[0.00e+00 5.84e+02 1.00e-10]],0.913035744,1,3
804411603,[[0.00e+00 5.84e+02 1.00e-10]],0.716732403,1,0
804413755,[[0.00e+00 9.18e+02 1.00e-10]],0.823070963,1,1
804415822,[[0.00e+00 9.18e+02 1.00e-10]],0.897826899,1,2
804418025,[[0.00e+00 5.84e+02 1.00e-10]],0.869964771,1,1
804420187,[[0.00e+00 9.18e+02 1.00e-10]],0.897826899,1,0
804422304,[[0.00e+00 9.18e+02 1.00e-10]],0.796246923,1,3
804423421, client_var_big_img.txt,,,
804424442,[[0.00e+00 5.84e+02 1.00e-10]],0.741447643,1,2
804426650,[[3.272814e+06 0.000000e+00 1.000000e-10]],0.007013777,3,1
804429717,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.156853265,3,0
804432080,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.303847389,3,3
804434223,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.035148004,3,0
804436750,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.30663931,3,1
804438872,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.161822585,3,0
804441144,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.305175546,3,2
804443302,[[3.272815e+06 0.000000e+00 1.000000e-10]],9.12E-05,3,3
804444484, client_var_med_img.txt,,,
804446445,[[6.69721818e+04 0.00000000e+00 3.45943162e+00]],0.417653096,0,1
804448545,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.536562416,0,2
804450625,[[6.69723636e+04 0.00000000e+00 3.45943162e+00]],0.421033925,0,0
804452760,[[8.476e+04 0.000e+00 4.000e+00]],0.656701853,0,1
804454854,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.543662928,0,0
804456947,[[8.476e+04 0.000e+00 4.000e+00]],0.66021718,0,3
804459025,[[6.69723846e+04 0.00000000e+00 3.70043972e+00]],0.478782617,0,0
804461162,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.726103077,0,2
804463283,[[6.69723636e+04 0.00000000e+00 3.45943162e+00]],0.425800098,0,1
804464609, client_big_img.txt,,,
804465386,[[5.72885231e+05 0.00000000e+00 3.08505510e+00]],0.524791382,2,2
804467484,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.374812998,3,3
804469546,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.123144304,3,1
804471747,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.571753033,3,1
804473781,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.891302349,3,1
804475813,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.849777221,3,1
804477866,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.881168924,3,1
804479942,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.895785986,3,1
804481989,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.856448723,3,1
804484037,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.886961075,3,0
804484656, client_med_img_2.txt,,,
804486158,[[9.83671727e+05 0.00000000e+00 6.84038436e-01]],0.422300871,2,2
804488303,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.495302968,2,1
804490425,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.616081576,2,3
804492560,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.215148374,2,2
804494911,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.608887173,2,1
804497086,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.773639664,2,1
804499134,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.843831125,2,2
804501196,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.494042458,2,1
804503375,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.623966699,2,0
804504734, client_small_txt_1.txt,,,
804505514,[[8.30895e+05 9.18000e+02 1.00000e+00]],0.528563722,2,1
804507638,[[0.00e+00 9.18e+02 1.00e-10]],0.894275046,1,2
804509728,[[0.00e+00 5.84e+02 1.00e-10]],0.897826899,1,2
804511808,[[0.00e+00 5.84e+02 1.00e-10]],0.920428824,1,0
804513932,[[0.00e+00 9.18e+02 1.00e-10]],0.808443738,1,3
804515992,[[0.00e+00 5.84e+02 1.00e-10]],0.727946772,1,1
804518139,[[0.00e+00 9.18e+02 1.00e-10]],0.913035744,1,2
804520224,[[0.00e+00 5.84e+02 1.00e-10]],0.897404214,1,0
804522404,[[0.00e+00 9.18e+02 1.00e-10]],0.836988593,1,1
804524524,[[0.00e+00 9.18e+02 1.00e-10]],0.890813123,1,2
804524875, client_var_big_img.txt,,,
804526594,[[3.27281400e+06 5.84000000e+02 9.18295834e-01]],0.15438773,3,0
804529951,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.301938267,3,1
804532093,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.156375659,3,3
804534436,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.038247706,3,1
804536946,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.157140632,3,0
804539253,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.314073274,3,1
804541314,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.164427209,3,0
804543583,[[3.276757e+06 0.000000e+00 3.000000e+00]],0.313830701,3,1
804544968, client_var_med_img.txt,,,
804545802,[[8.8275925e+05 0.0000000e+00 3.0000000e+00]],0.327123667,2,2
804547919,[[6.69728000e+04 0.00000000e+00 3.32192809e+00]],0.414268088,0,1
804550086,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.553369877,0,0
804552142,[[8.476e+04 0.000e+00 4.000e+00]],0.682607476,0,3
804554305,[[6.69728333e+04 0.00000000e+00 3.58496250e+00]],0.459056383,0,1
804556376,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.542281717,0,0
804558490,[[8.476e+04 0.000e+00 4.000e+00]],0.642851411,0,0
804560519,[[8.47600000e+04 0.00000000e+00 4.32192809e+00]],0.669042091,0,1
804562610,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.579572977,0,3
804564761,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.429774789,0,0
804564984, client_big_img.txt,,,
804566819,[[1.51252630e+06 0.00000000e+00 4.68995594e-01]],0.395444536,3,1
804568922,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.556701299,3,3
804571004,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.122584588,3,2
804573182,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.374812998,3,1
804575269,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.569778433,3,1
804577322,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.859910646,3,1
804579374,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.85285013,3,1
804581461,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.846030722,3,1
804583509,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.8634625,3,1
804585140, client_med_img_2.txt,,,
804585545,[[1.60114433e+06 0.00000000e+00 4.13816850e-01]],0.583696063,3,0
804587698,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.438088527,2,2
804589946,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.500813862,2,3
804592070,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.209548843,2,1
804594274,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.635015735,2,2
804596397,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.468091609,2,1
804598485,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.63569434,2,0
804600640,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.47041995,2,1
804602700,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.632999895,2,2
804604815,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.504412456,2,1
804605234, client_small_txt_1.txt,,,
804606890,[[8.30895000e+05 9.18000000e+02 3.37290067e-01]],0.640982517,2,1
804608943,[[0.00e+00 9.18e+02 1.00e-10]],0.897826899,1,2
804611009,[[0.00e+00 5.84e+02 1.00e-10]],0.913035744,1,3
804613087,[[0.00e+00 5.84e+02 1.00e-10]],0.721108414,1,0
804615236,[[0.00e+00 9.18e+02 1.00e-10]],0.812465753,1,2
804617312,[[0.00e+00 5.84e+02 1.00e-10]],0.887436688,1,1
804619409,[[0.00e+00 9.18e+02 1.00e-10]],0.917117799,1,0
804621502,[[0.00e+00 9.18e+02 1.00e-10]],0.829852782,1,3
804623668,[[0.00e+00 5.84e+02 1.00e-10]],0.748453432,1,2
804625265, client_var_big_img.txt,,,
804625771,[[0.00e+00 5.84e+02 1.00e-10]],0.900059417,1,1
804628760,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.1683255,4,0
804630912,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.322898185,4,2
804633204,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.00846076,4,3
804636327,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.042037755,4,0
804638802,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0.305783544,4,1
804640924,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.167495521,4,3
804643127,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.039824311,4,2
804645658,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.012096857,4,0
804646796, client_var_med_img.txt,,,
804648752,[[8.476e+04 0.000e+00 4.000e+00]],0.644746204,0,1
804650829,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.531389651,0,2
804652912,[[6.69722727e+04 0.00000000e+00 3.45943162e+00]],0.432099015,0,0
804655128,[[8.476e+04 0.000e+00 4.000e+00]],0.659506847,0,0
804657180,[[8.47600000e+04 0.00000000e+00 4.14266436e+00]],0.661421933,0,1
804659418,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.5307566,0,3
804661533,[[6.69725833e+04 0.00000000e+00 3.58496250e+00]],0.445964331,0,0
804663697,[[8.476e+04 0.000e+00 4.000e+00]],0.66021718,0,2
804665776,[[6.69724545e+04 0.00000000e+00 3.45943162e+00]],0.421937687,0,1
804667851,[[8.47600000e+04 0.00000000e+00 2.80735492e+00]],0.536233321,0,0
022422e-01]],0.274719826,0,1,
,,,,
   Category  BestConfigIndex  MeanReward  ...  Count  TotalCount  Percentage,,,,
0         0                2    0.427602  ...     13          68    0.191176,,,,
1         1                1    0.884113  ...     14          50    0.280000,,,,
2         2                1    0.631660  ...     29          67    0.432836,,,,
3         3                0    0.342792  ...     12          54    0.222222,,,big_img ,
4         4                0    0.376227  ...      3          12    0.250000,,,,
,,,,
total response time: 36982.33181059138,,,,
,,,,
vigilance 0.5,,,,
norm log1500,,,,
,,,,
5 loop ,,,,
