3333333,1,1,,,,,,,,
896595484, client_big_img.txt,,,,,,,,,
896615593, client_med_img_2.txt,,,,,,,,,
896635625, client_small_txt_1.txt,,,,,,,,,
896647752,[[0.00e+00 9.18e+02 1.00e-10]],0.994444444,1,0,,,,,,
896649827,[[0.00e+00 9.18e+02 1.00e-10]],0.982222222,1,3,,,,,,
896651954,[[0.00e+00 5.84e+02 1.00e-10]],0.958235294,1,2,,,,,,
896654013,[[0.00e+00 5.84e+02 1.00e-10]],0.993888889,1,1,,,,,,
896655734, client_var_big_img.txt,,,,,,,,,
896656100,[[3.27675700e+06 9.18000000e+02 4.68995594e-01]],0.572,2,0,,,,,,
896658148,[[3.276757e+06 0.000000e+00 3.000000e+00]],0,2,2,,,,,,
896660223,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,2,3,,,,,,
896663262,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,2,1,,,,,,
896665540,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0,2,0,,,,,,
896667618,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0,2,2,,,,,,
896669878,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,2,3,,,,,,
896672836,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,2,1,,,,,,
896675159,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0,2,0,,,,,,
896675906, client_var_med_img.txt,,,,,,,,,
896677264,[[8.476e+04 0.000e+00 4.000e+00]],0.886875,0,1,,,,,,
896679440,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.682857143,0,0,,,,,,
896681585,[[8.476e+04 0.000e+00 4.000e+00]],0.895625,0,2,,,,,,
896683660,[[6.6973000e+04 0.0000000e+00 3.5849625e+00]],0.4625,0,3,,,,,,
896685797,[[6.69723846e+04 0.00000000e+00 3.70043972e+00]],0.577692308,0,1,,,,,,
896687957,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.826666667,0,0,,,,,,
896690029,[[8.476e+04 0.000e+00 4.000e+00]],0.909375,0,1,,,,,,
896692097,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.763571429,0,0,,,,,,
896694243,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.929411765,0,1,,,,,,
896695953, client_big_img.txt,,,,,,,,,
896696340,[[7.45762917e+05 0.00000000e+00 2.61749246e+00]],0.619166667,2,0,,,,,,
896698413,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.131,2,2,,,,,,
896700511,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.177777778,2,3,,,,,,
896702639,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,2,1,,,,,,
896705274,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.791666667,2,1,,,,,,
896707361,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.985333333,2,1,,,,,,
896709424,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.985714286,2,1,,,,,,
896711455,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.990666667,2,1,,,,,,
896713510,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.986428571,2,1,,,,,,
896715571,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.990714286,2,1,,,,,,
896716125, client_med_img_2.txt,,,,,,,,,
896717644,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.918,2,2,,,,,,
896719717,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.590833333,2,1,,,,,,
896721837,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.860769231,2,0,,,,,,
896723994,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.332727273,2,1,,,,,,
896726154,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.910666667,2,3,,,,,,
896728314,[[8.24536e+05 0.00000e+00 1.00000e-10]],0,2,1,,,,,,
896730612,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.899285714,2,2,,,,,,
896732692,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.515454545,2,1,,,,,,
896734812,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.845384615,2,1,,,,,,
896736187, client_small_txt_1.txt,,,,,,,,,
896736885,[[8.30895000e+05 9.18000000e+02 8.73981048e-01]],0.988235294,2,1,,,,,,
896738953,[[0.00e+00 9.18e+02 1.00e-10]],0.993684211,1,0,,,,,,
896741046,[[0.00e+00 9.18e+02 1.00e-10]],0.979411765,1,3,,,,,,
896743171,[[0.00e+00 5.84e+02 1.00e-10]],0.942941176,1,2,,,,,,
896745304,[[0.00e+00 5.84e+02 1.00e-10]],0.992222222,1,1,,,,,,
896747393,[[0.00e+00 9.18e+02 1.00e-10]],0.997894737,1,0,,,,,,
896749472,[[0.00e+00 9.18e+02 1.00e-10]],0.99,1,3,,,,,,
896751590,[[0.00e+00 5.84e+02 1.00e-10]],0.961764706,1,1,,,,,,
