2,0,100,1,0,,,,,,,,
1128457812, client_big_img.txt,,,,,,,,,,,
1128478890, client_med_img_2.txt,,,,,,,,,,,
1128499062, client_small_txt_1.txt,,,,,,,,,,,
1128503170,[[0.00e+00 9.18e+02 1.00e-10]],0.96125,3.875,0,100,1,1,,,,,
1128505405,[[0.00e+00 9.18e+02 1.00e-10]],0.988333333,1.166666667,0,100,1,3,,,,,
1128507620,[[0.00e+00 5.84e+02 1.00e-10]],0.915625,8.4375,0,100,1,1,,,,,
1128509767,[[0.00e+00 9.18e+02 1.00e-10]],0.981578947,1.842105263,0,100,1,2,,,,,
1128511952,[[0.00e+00 5.84e+02 1.00e-10]],0.983333333,1.666666667,0,100,1,0,,,,,
1128514080,[[0.00e+00 9.18e+02 1.00e-10]],0.968125,3.1875,0,100,1,3,,,,,
1128516242,[[0.00e+00 5.84e+02 1.00e-10]],0.923333333,7.666666667,0,100,1,1,,,,,
1128518498,[[0.00e+00 9.18e+02 1.00e-10]],0.987777778,1.222222222,0,100,1,2,,,,,
1128519109, client_var_big_img.txt,,,,,,,,,,,
1128520748,[[0.00e+00 5.84e+02 1.00e-10]],0.96,4,0,100,1,0,,,,,
1128523791,[[3.276757e+06 0.000000e+00 2.000000e+00]],0,364,0,100,2,1,,,,,
1128526153,[[3.276757e+06 0.000000e+00 1.000000e-10]],0,773,0,100,2,2,,,,,
1128530522,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,2949,0,100,2,3,,,,,
1128536312,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,2035,0,100,2,0,,,,,
1128540656, client_var_med_img.txt,,,,,,,,,,,
1128542551,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.668,33.2,0,100,0,2,,,,,
1128544774,[[6.69730000e+04 0.00000000e+00 3.32192809e+00]],0.057,94.3,0,100,0,3,,,,,
1128546989,[[6.69722500e+04 0.00000000e+00 3.41829583e+00]],0.969478096,49.91666667,1.319821429,1635.4375,0,3,,,,,
1128549050,[[6.6973000e+04 0.0000000e+00 3.5849625e+00]],0.967796589,52.66666667,1.319821429,1635.4375,0,3,,,,,
1128551157,[[6.69726667e+04 0.00000000e+00 3.58496250e+00]],0.964739303,57.66666667,1.319821429,1635.4375,0,3,,,,,
1128553210,[[6.69725833e+04 0.00000000e+00 3.58496250e+00]],0.967745634,52.75,1.319821429,1635.4375,0,1,,,,,
1128555292,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.988260022,19.2,1.319821429,1635.4375,0,3,,,,,
1128557493,[[6.6972500e+04 0.0000000e+00 3.5849625e+00]],0.97187297,46,1.319821429,1635.4375,0,1,,,,,
1128559589,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.990094394,16.2,1.319821429,1635.4375,0,3,,,,,
1128560687, client_big_img.txt,,,,,,,,,,,
1128561782,[[3.87494000e+05 0.00000000e+00 2.32192809e+00]],0,236.4,0,100,2,0,,,,,
1128564433,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.06,94,0,100,2,1,,,,,
1128566661,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.784166667,21.58333333,0,100,2,2,,,,,
1128568743,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,251.6,0,100,2,1,,,,,
1128570807,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.680909091,31.90909091,0,100,2,1,,,,,
1128572880,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.979166667,2.083333333,0,100,2,1,,,,,
1128574926,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.987142857,1.285714286,0,100,2,1,,,,,
1128577077,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.985833333,1.416666667,0,100,2,1,,,,,
1128579150,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.99,1,0,100,2,1,,,,,
1128580796, client_med_img_2.txt,,,,,,,,,,,
1128581191,[[1.49110871e+06 0.00000000e+00 7.49595257e-01]],0.883571429,11.64285714,0,100,2,0,,,,,
1128583317,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.624615385,37.53846154,0,100,2,2,,,,,
1128585429,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.279,72.1,0,100,2,3,,,,,
1128587599,[[8.24536e+05 0.00000e+00 1.00000e-10]],0,578.5,0,100,2,1,,,,,
1128589711,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.860714286,13.92857143,0,100,2,1,,,,,
1128591825,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.9825,1.75,0,100,2,0,,,,,
1128593971,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.397272727,60.27272727,0,100,2,1,,,,,
1128596198,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.994919292,13.21428571,0.953571429,2600.875,2,1,,,,,
1128598269,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.99946172,1.4,0.953571429,2600.875,2,1,,,,,
1128600393,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.999176101,2.142857143,0.953571429,2600.875,2,1,,,,,
1128600875, client_small_txt_1.txt,,,,,,,,,,,
1128602533,[[8.30895000e+05 9.18000000e+02 5.22559375e-01]],0.999140561,2.235294118,0.953571429,2600.875,2,1,,,,,
1128604704,[[0.00e+00 9.18e+02 1.00e-10]],0.986842105,1.315789474,0,100,1,0,,,,,
1128606832,[[0.00e+00 9.18e+02 1.00e-10]],0.954705882,4.529411765,0,100,1,3,,,,,
1128609034,[[0.00e+00 5.84e+02 1.00e-10]],0.902666667,9.733333333,0,100,1,2,,,,,
1128611198,[[0.00e+00 5.84e+02 1.00e-10]],0.982222222,1.777777778,0,100,1,0,,,,,
1128613316,[[0.00e+00 9.18e+02 1.00e-10]],0.9575,4.25,0,100,1,3,,,,,
1128615515,[[0.00e+00 5.84e+02 1.00e-10]],0.925625,7.4375,0,100,1,1,,,,,
1128617770,[[0.00e+00 9.18e+02 1.00e-10]],0.985,1.5,0,100,1,2,,,,,
1128620009,[[0.00e+00 5.84e+02 1.00e-10]],0.986666667,1.333333333,0,100,1,0,,,,,
1128621000, client_var_big_img.txt,,,,,,,,,,,
1128622153,[[3.27675700e+06 9.18000000e+02 1.06127812e+00]],0.21125,78.875,0,100,3,1,,,,,
1128624684,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,777,0,100,3,2,,,,,
1128629672,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,2849,0,100,3,3,,,,,
1128635147,[[3.272815e+06 0.000000e+00 1.000000e+00]],0,1951,0,100,3,0,,,,,
1128639069,[[3.2767570e+06 0.0000000e+00 2.5849625e+00]],0,215.1666667,0,100,3,1,,,,,
1128641318,[[3.276757e+06 0.000000e+00 1.000000e-10]],0,782,0,100,3,2,,,,,
1128641718, client_var_med_img.txt,,,,,,,,,,,
1128643609,[[6.697200e+04 0.000000e+00 3.169925e+00]],0.938106946,101.2222222,1.319821429,1635.4375,0,3,,,,,
1128645737,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.962867873,60.72727273,1.319821429,1635.4375,0,1,,,,,
1128647927,[[8.47600000e+04 0.00000000e+00 3.70043972e+00]],0.977329049,37.07692308,1.319821429,1635.4375,0,3,,,,,
1128650197,[[6.69727000e+04 0.00000000e+00 3.32192809e+00]],0.203770772,94.2,1.319821429,118.3076389,0,1,,,,,
1128652408,[[8.476e+04 0.000e+00 4.000e+00]],0.746952096,29.9375,1.319821429,118.3076389,0,1,,,,,
1128654462,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.76514015,27.78571429,1.319821429,118.3076389,0,1,,,,,
1128656617,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.685002025,37.26666667,1.319821429,118.3076389,0,2,,,,,
1128658846,[[6.69724000e+04 0.00000000e+00 3.32192809e+00]],0.319570564,80.5,1.319821429,118.3076389,0,3,,,,,
1128660951,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.469795245,62.72727273,1.319821429,118.3076389,0,1,,,,,
