948009421, client_var_big_img.txt,,,,,,,,,
948012696,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,3,1,,,,,,
948014754,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,3,0,,,,,,
948017007,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0,3,2,,,,,,
948020515, client_var_med_img.txt,,,,,,,,,
948021261,[[4.23176778e+05 0.00000000e+00 3.16992500e+00]],0,2,1,,,,,,
948023436,[[8.4760000e+04 0.0000000e+00 3.9068906e+00]],0.764666667,0,0,,,,,,
948025534,[[8.476e+04 0.000e+00 3.875e+00]],0.939375,0,0,,,,,,
948027589,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.941764706,0,0,,,,,,
948029680,[[8.47600000e+04 0.00000000e+00 3.96981578e+00]],0.927647059,0,1,,,,,,
948030562, client_big_img.txt,,,,,,,,,
948031841,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.699166667,3,2,,,,,,
948033966,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,3,3,,,,,,
948036083,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,3,1,,,,,,
948038178,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.645454545,3,0,,,,,,
948040352,[[1.56613300e+06 0.00000000e+00 5.43564443e-01]],0,3,2,,,,,,
948040812, client_med_img_2.txt,,,,,,,,,
948042679,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.307,2,1,,,,,,
948044815,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.83,2,1,,,,,,
948046900,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.986,2,3,,,,,,
948049071,[[8.24536e+05 0.00000e+00 1.00000e-10]],0,2,1,,,,,,
948050875, client_small_txt_1.txt,,,,,,,,,
948051572,[[8.30895000e+05 9.18000000e+02 7.21928095e-01]],0.854666667,2,1,,,,,,
948053665,[[0.00e+00 9.18e+02 1.00e-10]],0.987368421,1,2,,,,,,
948055783,[[0.00e+00 5.84e+02 1.00e-10]],0.988333333,1,0,,,,,,
948057881,[[0.00e+00 9.18e+02 1.00e-10]],0.970555556,1,3,,,,,,
948060086,[[0.00e+00 5.84e+02 1.00e-10]],0.940625,1,1,,,,,,
948061000, client_var_big_img.txt,,,,,,,,,
948062273,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,4,0,,,,,,
948064675,[[3.2767570e+06 0.0000000e+00 2.5849625e+00]],0,4,2,,,,,,
948069074,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,4,3,,,,,,
948071711,[[1.6698935e+06 0.0000000e+00 1.0000000e+00]],0,3,2,,,,,,
948072250, client_var_med_img.txt,,,,,,,,,
948073908,[[6.69723000e+04 0.00000000e+00 3.32192809e+00]],0.18,0,1,,,,,,
948076073,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.686428571,0,0,,,,,,
948078207,[[8.476e+04 0.000e+00 3.875e+00]],0.89375,0,3,,,,,,
948080329,[[6.69730000e+04 0.00000000e+00 3.32192809e+00]],0.287,0,0,,,,,,
948082390, client_big_img.txt,,,,,,,,,
948082538,[[4.81361750e+05 0.00000000e+00 3.18872188e+00]],0.561666667,2,1,,,,,,
948084641,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.655454545,3,2,,,,,,
948086775,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,3,1,,,,,,
948088988,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.602,3,1,,,,,,
948091086,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.983846154,3,1,,,,,,
948092421, client_med_img_2.txt,,,,,,,,,
948093168,[[1.08944023e+06 0.00000000e+00 8.90491640e-01]],0.816153846,3,1,,,,,,
948095258,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985333333,2,1,,,,,,
948097381,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.982,2,1,,,,,,
948099486,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.976428571,2,1,,,,,,
948101555,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.982666667,2,1,,,,,,
948102453, client_small_txt_1.txt,,,,,,,,,
948103687,[[8.30895000e+05 9.18000000e+02 2.97472249e-01]],0.986315789,2,1,,,,,,
948105808,[[0.00e+00 9.18e+02 1.00e-10]],0.985789474,1,2,,,,,,
948108109,[[0.00e+00 5.84e+02 1.00e-10]],0.985555556,1,0,,,,,,
948110211,[[0.00e+00 9.18e+02 1.00e-10]],0.965,1,3,,,,,,
948112337,[[0.00e+00 5.84e+02 1.00e-10]],0.933333333,1,1,,,,,,
948112546, client_var_big_img.txt,,,,,,,,,
948115794,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,4,3,,,,,,
948122583,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,4,0,,,,,,
948123187, client_var_med_img.txt,,,,,,,,,
948124784,[[8.476e+04 0.000e+00 4.000e+00]],0.880625,0,1,,,,,,
948127016,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.673571429,0,0,,,,,,
948129159,[[8.476e+04 0.000e+00 4.000e+00]],0.89625,0,0,,,,,,
948131248,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.890588235,0,1,,,,,,
948133234, client_big_img.txt,,,,,,,,,
948133359,[[5.17416455e+05 0.00000000e+00 3.02716912e+00]],0.399090909,2,0,,,,,,
948135485,[[1.671167e+06 0.000000e+00 1.000000e-10]],0,3,1,,,,,,
948137617,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.486,3,1,,,,,,
948139706,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.98,3,1,,,,,,
948141811,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.98,3,1,,,,,,
948143375, client_med_img_2.txt,,,,,,,,,
948143874,[[1.18100833e+06 0.00000000e+00 9.79868757e-01]],0.824166667,3,1,,,,,,
948145992,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985333333,2,0,,,,,,
948148097,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.208,2,1,,,,,,
948150198,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.848461538,2,1,,,,,,
948152294,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.987142857,2,1,,,,,,
948153500, client_small_txt_1.txt,,,,,,,,,
948154392,[[8.30895000e+05 9.18000000e+02 6.72294817e-01]],0.990588235,2,1,,,,,,
948156529,[[0.00e+00 9.18e+02 1.00e-10]],0.993684211,1,2,,,,,,
948158727,[[0.00e+00 5.84e+02 1.00e-10]],0.987777778,1,0,,,,,,
948160825,[[0.00e+00 9.18e+02 1.00e-10]],0.97,1,3,,,,,,
948162988,[[0.00e+00 5.84e+02 1.00e-10]],0.94875,1,1,,,,,,
948163609, client_var_big_img.txt,,,,,,,,,
948166839,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,4,0,,,,,,
948169296,[[3.2767570e+06 0.0000000e+00 2.5849625e+00]],0,4,2,,,,,,
948173707,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,4,3,,,,,,
948175031, client_var_med_img.txt,,,,,,,,,
948176309,[[6.69721000e+04 0.00000000e+00 3.32192809e+00]],0.225,0,1,,,,,,
948178594,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.681428571,0,0,,,,,,
948180735,[[8.476e+04 0.000e+00 3.875e+00]],0.8925,0,0,,,,,,
948182844,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.896470588,0,1,,,,,,
948185050,[[3.73197636e+05 0.00000000e+00 3.27761344e+00]],0.382727273,2,3,,,,,,
948185078, client_big_img.txt,,,,,,,,,
948187176,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,3,1,,,,,,
948189261,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.368888889,3,2,,,,,,
948191469,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,3,1,,,,,,
948193629,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.575,3,1,,,,,,
948195171, client_med_img_2.txt,,,,,,,,,
948195712,[[1.15407654e+06 0.00000000e+00 9.61236605e-01]],0.831538462,3,1,,,,,,
948197823,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.988666667,2,3,,,,,,
948199991,[[8.24536e+05 0.00000e+00 1.00000e-10]],0,2,1,,,,,,
948202375,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.828461538,2,0,,,,,,
948204497,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.262,2,1,,,,,,
948205343, client_small_txt_1.txt,,,,,,,,,
948206748,[[0.00e+00 9.18e+02 1.00e-10]],0.99,1,2,,,,,,
948208955,[[0.00e+00 5.84e+02 1.00e-10]],0.988888889,1,0,,,,,,
948211153,[[0.00e+00 9.18e+02 1.00e-10]],0.981666667,1,3,,,,,,
948213349,[[0.00e+00 5.84e+02 1.00e-10]],0.955294118,1,1,,,,,,
948215359, client_var_big_img.txt,,,,,,,,,
948215444,[[0.00e+00 9.18e+02 1.00e-10]],0.999090909,1,2,,,,,,
948217550,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,4,3,,,,,,
948223877,[[3.272814e+06 0.000000e+00 1.000000e+00]],0,4,0,,,,,,
948226203, client_var_med_img.txt,,,,,,,,,
948227487,[[8.476e+04 0.000e+00 4.000e+00]],0.869375,0,1,,,,,,
948229620,[[8.47600000e+04 0.00000000e+00 3.70043972e+00]],0.636923077,0,0,,,,,,
948231907,[[8.476e+04 0.000e+00 4.000e+00]],0.8875,0,1,,,,,,
948234149,[[8.47600000e+04 0.00000000e+00 3.70043972e+00]],0.638461538,0,0,,,,,,
948236234, client_big_img.txt,,,,,,,,,
948236266,[[3.49161167e+05 0.00000000e+00 3.41829583e+00]],0.660833333,2,1,,,,,,
948238583,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.541,3,1,,,,,,
948240702,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.980833333,3,1,,,,,,
948242823,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.982307692,3,1,,,,,,
948244925,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.9775,3,1,,,,,,
948246390, client_med_img_2.txt,,,,,,,,,
948247020,[[1.11098567e+06 0.00000000e+00 9.18295834e-01]],0.794166667,3,1,,,,,,
948249121,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.982857143,3,1,,,,,,
948251225,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.980714286,3,1,,,,,,
948253391,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.980714286,3,1,,,,,,
948255490,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.980714286,3,1,,,,,,
948256421, client_small_txt_1.txt,,,,,,,,,
948257597,[[8.30895000e+05 9.18000000e+02 3.09543429e-01]],0.988888889,3,1,,,,,,
948259699,[[0.00e+00 9.18e+02 1.00e-10]],0.988421053,1,2,,,,,,
948261890,[[0.00e+00 5.84e+02 1.00e-10]],0.985555556,1,0,,,,,,
948264087,[[0.00e+00 9.18e+02 1.00e-10]],0.971666667,1,3,,,,,,
948266311,[[0.00e+00 5.84e+02 1.00e-10]],0.9375,1,2,,,,,,
948266531, client_var_big_img.txt,,,,,,,,,
948271714,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,4,0,,,,,,
948274684,[[3.27675700e+06 0.00000000e+00 2.32192809e+00]],0,4,3,,,,,,
948277593, client_var_med_img.txt,,,,,,,,,
948278913,[[6.69721000e+04 0.00000000e+00 3.32192809e+00]],0.206,0,0,,,,,,
948281028,[[8.476e+04 0.000e+00 4.000e+00]],0.881875,0,0,,,,,,
948283111,[[8.476e+04 0.000e+00 3.875e+00]],0.8975,0,0,,,,,,
948285193,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.912352941,0,1,,,,,,
948287316,[[8.4760000e+04 0.0000000e+00 3.5849625e+00]],0.68,0,2,,,,,,
948287750, client_big_img.txt,,,,,,,,,
948289504,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,3,1,,,,,,
948291566,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.704615385,3,1,,,,,,
948293609,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.992666667,3,1,,,,,,
948295702,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.987142857,3,1,,,,,,
948297797,[[1.43108929e+06 0.00000000e+00 8.63120569e-01]],0.896428571,3,1,,,,,,
948297812, client_med_img_2.txt,,,,,,,,,
948299924,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985714286,3,1,,,,,,
948302053,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985,3,1,,,,,,
948304144,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.982,3,1,,,,,,
948306240,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.985333333,3,1,,,,,,
948307843, client_small_txt_1.txt,,,,,,,,,
948308281,[[8.30895000e+05 9.18000000e+02 9.77417818e-01]],0.992352941,3,0,,,,,,
948310449,[[0.00e+00 9.18e+02 1.00e-10]],0.970588235,1,2,,,,,,
948312736,[[0.00e+00 5.84e+02 1.00e-10]],0.988888889,1,3,,,,,,
948314850,[[0.00e+00 5.84e+02 1.00e-10]],0.94,1,1,,,,,,
948316959,[[0.00e+00 9.18e+02 1.00e-10]],0.988333333,1,2,,,,,,
948317875, client_var_big_img.txt,,,,,,,,,
948321222,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,4,3,,,,,,
948323918,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,4,0,,,,,,
948327785,[[2.36475786e+06 0.00000000e+00 2.80735492e+00]],0,4,1,,,,,,
948328187, client_var_med_img.txt,,,,,,,,,
948329957,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.669285714,0,2,,,,,,
948332112,[[6.69730000e+04 0.00000000e+00 3.32192809e+00]],0.212,0,0,,,,,,
948334224,[[8.476e+04 0.000e+00 3.875e+00]],0.880625,0,0,,,,,,
948336273,[[8.476e+04 0.000e+00 4.000e+00]],0.886875,0,0,,,,,,
948338296, client_big_img.txt,,,,,,,,,
948338442,[[4.50853923e+05 0.00000000e+00 3.33467914e+00]],0.576923077,2,1,,,,,,
948340687,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.297777778,4,3,,,,,,
948342870,[[1.669582e+06 0.000000e+00 1.000000e-10]],0,4,1,,,,,,
948345094,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.61,4,1,,,,,,
948347194,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.978461538,4,1,,,,,,
948348375, client_med_img_2.txt,,,,,,,,,
948349315,[[9.60167615e+05 0.00000000e+00 6.19382195e-01]],0.82,3,0,,,,,,
948351428,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.285,3,3,,,,,,
948353694,[[8.24536e+05 0.00000e+00 1.00000e-10]],0,3,1,,,,,,
948356012,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.833846154,3,1,,,,,,
948358099,[[8.30895000e+05 9.18000000e+02 5.66509507e-01]],0.982,3,1,,,,,,
948358531, client_small_txt_1.txt,,,,,,,,,
948360234,[[0.00e+00 9.18e+02 1.00e-10]],0.988421053,1,2,,,,,,
948362466,[[0.00e+00 5.84e+02 1.00e-10]],0.984444444,1,0,,,,,,
948364560,[[0.00e+00 9.18e+02 1.00e-10]],0.966470588,1,2,,,,,,
948366699,[[0.00e+00 5.84e+02 1.00e-10]],0.988333333,1,3,,,,,,
948368640, client_var_big_img.txt,,,,,,,,,
948368804,[[0.00e+00 5.84e+02 1.00e-10]],0.946666667,1,0,,,,,,
948372038,[[3.27675700e+06 0.00000000e+00 2.32192809e+00]],0,4,1,,,,,,
948374152,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,4,3,,,,,,
948376597,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,4,1,,,,,,
948379125, client_var_med_img.txt,,,,,,,,,
948380403,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.692142857,0,0,,,,,,
948382545,[[8.476e+04 0.000e+00 4.000e+00]],0.89125,0,0,,,,,,
948384658,[[8.476e+04 0.000e+00 4.000e+00]],0.8875,0,0,,,,,,
948386746,[[8.476e+04 0.000e+00 4.000e+00]],0.88,0,0,,,,,,
948388838,[[8.47600000e+04 0.00000000e+00 3.70043972e+00]],0.888461538,0,0,,,,,,
,,,,,,,,,,
   Category  BestConfigIndex  MeanReward  ...  Count  TotalCount  Percentage,,,,,,,,,,
0         0                0    0.807703  ...     23          53    0.433962,,,,,, client_var_med_img.txt,,,,0
1         1                0    0.929308  ...     11          46    0.239130,,,,,, client_small_txt_1.txt,,,,2
2         2                1    0.778531  ...     26          50    0.520000,,,,,,,,,,
3         3                1    0.782369  ...     40          61    0.655738,,,,,, client_med_img_2.txt,, client_big_img.txt,,1
4         4                1    0.298280  ...      8          26    0.307692,,,,,, client_var_big_img.txt,, client_big_img.txt,,0/1
,,,,,,,,,,
total response time: 49019.68712577841,,,,,,,,,,
vig=0.5,,,,,,,,,,
norm 100,,,,,,,,,,
5 loop,,,,,,,,,,
10 sec,,,,,,,,,,
