955935469,0.986,1
955937565,0.98625,1
955939615,0.982666667,1
955941694,0.981333333,1
955943780,0.986,1
955945851,0.990555556,1
955947935,0.987333333,1
955949988,0.986,1
955951640, client_small_txt_1.txt,
955952028,0.982666667,1
955954118,0.989473684,1
955956207,0.988947368,1
955958288,0.991785714,1
955960370,0.990555556,1
955962442,0.989444444,1
955964494,0.990526316,1
955966592,0.987894737,1
955968678,0.993157895,1
955970754,0.991578947,1
955971671, client_var_big_img.txt,
955972830,0,1
955974877,0,2
955977173,0,1
955980189,0,0
955982537,0,1
955984720,0,1
955986782,0,2
955988847,0,3
955991843,0,1
955992312, client_var_med_img.txt,
955994168,0.729285714,1
955996201,0.796666667,1
955998248,0.750666667,1
956000320,0.692307692,1
956002394,0.729285714,0
956004471,0.888125,0
956006541,0.905882353,0
956008597,0.901875,0
956010686,0.921764706,0
956012359, client_big_img.txt,
956012770,0.801052632,0
956014822,0.133,1
956017080,0.703636364,1
956019176,0.980769231,1
956021261,0.98,1
956023329,0.982307692,1
956025400,0.976923077,1
956027480,0.980769231,1
956029566,0.979230769,1
956031632,0.987142857,1
956032437, client_med_img_2.txt,
956033694,0.862307692,1
956035777,0.985333333,1
956037826,0.986,1
956039914,0.989333333,1
956041983,0.984,1
956044069,0.977857143,1
956046154,0.985,1
956048240,0.982142857,1
956050297,0.987058824,1
956052368,0.982,1
956052453, client_small_txt_1.txt,
956054447,0.988333333,1
956056518,0.99,1
956058589,0.992222222,1
956060664,0.9915,1
956062696,0.992222222,1
956064760,0.993888889,1
956066805,0.995,1
956068864,0.992105263,1
956070977,0.991111111,1
956072484, client_var_big_img.txt,
956073051,0.639230769,1
956075119,0,0
956077592,0,1
956079789,0,1
956081852,0,2
956084011,0,1
956087202,0,1
956089234,0,3
956091811,0,0
956092578, client_var_med_img.txt,
956094073,0.715714286,0
956096159,0.888823529,0
956098251,0.951176471,0
956100286,0.942777778,0
956102367,0.885,0
956104500,0.895714286,0
956106576,0.899375,0
956108600,0.937647059,0
956110651,0.941764706,0
956112593, client_big_img.txt,
956112704,0.892941176,0
956114740,0.103,0
956116819,0,1
956119004,0.646363636,1
956121077,0.978461538,1
956123145,0.981538462,1
956125233,0.986153846,1
956127331,0.981538462,1
956129363,0.986,1
956131428,0.988,1
956132734, client_med_img_2.txt,
956133455,0.922666667,1
956135554,0.981666667,1
956137644,0.98,1
956139735,0.98,1
956141836,0.986666667,1
956143930,0.979285714,1
956146023,0.984,1
956148120,0.986666667,1
956150203,0.992352941,1
956152244,0.998235294,1
956152750, client_small_txt_1.txt,
956154282,0.997777778,1
956156314,0.999,1
956158342,1,1
956160399,0.999473684,1
956162431,1,1
956164455,0.999473684,1
956166487,0.997222222,1
956168540,0.995,1
956170606,0.990555556,1
956172659,0.995,1
956172859, client_var_big_img.txt,
956174725,0,1
956176762,0,2
956179024,0,1
956181571,0,0
956183795,0.037777778,1
956185871,0,1
956187905,0,1
956189938,0,0
956192442,0,3
956193921, client_var_med_img.txt,
956194687,0,1
956196733,0.805333333,1
956198777,0.726428571,2
956200974,0.298181818,1
956203139,0.715714286,1
956205192,0.734285714,1
956207251,0.711428571,1
956209310,0.721428571,1
956211369,0.745,1
956213457,0.842,1
956214046, client_big_img.txt,
956215508,0.798461538,1
956217549,0.994,1
956219589,0.990666667,1
956221645,0.99,1
956223693,0.986428571,1
956225780,0.982307692,1
956227855,0.978571429,1
956229952,0.980769231,1
956232027,0.976923077,1
956234123,0.979230769,1
956234156, client_med_img_2.txt,
956236221,0.882222222,1
956238296,0.982666667,1
956240392,0.982,1
956242482,0.9875,1
956244563,0.988,1
956246649,0.988235294,1
956248686,0.98625,1
956250756,0.9875,1
956252786,0.987333333,1
956254265, client_small_txt_1.txt,
956254843,0.984444444,1
956256928,0.992777778,1
956258970,0.993333333,1
956261026,0.993888889,1
956263072,0.995,1
956265142,0.993333333,1
956267186,0.995555556,1
956269234,0.99625,1
956271307,0.995555556,1
956273349,0.992631579,1
956274390, client_var_big_img.txt,
956275395,0.405555556,1
956277432,0,1
956279468,0,1
956281513,0,2
956283939,0,0
956287048,0,1
956289216,0,1
956291265,0,1
956293330,0,1
956294468, client_var_med_img.txt,
956295357,0,3
956297457,0.314545455,0
956299702,0.917647059,0
956301739,0.922352941,0
956303807,0.928823529,0
956305870,0.933333333,0
956307902,0.941,0
956309976,0.8975,0
956312062,0.917647059,0
956314180,0.928823529,0
956314578, client_big_img.txt,
956316250,0.056,0
956318289,0,1
956320520,0.695454545,2
956322621,0.055,1
956324738,0.814615385,1
956326813,0.985714286,1
956328880,0.994,1
956330929,0.997333333,1
956332969,0.988571429,1
956334671, client_med_img_2.txt,
956335060,0.885,1
956337094,0.989333333,1
956339170,0.990666667,1
956341203,0.986875,1
956343287,0.99125,1
956345375,0.990666667,1
956347412,0.993125,1
956349501,0.986666667,1
956351557,0.995625,1
956353593,0.988125,1
956354796, client_small_txt_1.txt,
956355642,0.992941176,1
956357677,0.992222222,1
956359762,0.995,1
956361830,0.991666667,1
956363917,0.99,1
956366007,0.989444444,1
956368062,0.995555556,1
956370097,0.992222222,1
956372165,0.992631579,1
956374242,0.996315789,1
956374812, client_var_big_img.txt,
956376295,0,1
956378348,0,1
956380401,0,1
956382454,0,0
956384877,0,1
956386946,0,3
956389175,0,1
956391786,0,1
956393829,0,2
956395718, client_var_med_img.txt,
956396141,0,0
956398282,0.8875,0
956400329,0.932352941,0
956402370,0.940588235,0
956404439,0.919090909,0
956406532,0.906470588,0
956408632,0.911764706,0
956410708,0.914117647,0
956412740,0.895882353,0
956414776,0.923529412,0
956415812, client_big_img.txt,
956416854,0.561666667,0
956418927,0.166,0
956421010,0.159090909,1
956423320,0.747272727,1
956425366,0.989285714,1
956427406,0.987142857,1
956429448,0.988571429,1
956431530,0.984615385,1
956433578,0.979230769,1
956435689,0.989333333,1
956435921, client_med_img_2.txt,
956437761,0.92,1
956439812,0.980666667,1
956441859,0.986,1
956443931,0.986666667,1
956446026,0.984666667,1
956448067,0.984,1
956450130,0.981875,1
956452169,0.991176471,1
956454207,0.986666667,1
956456000, client_small_txt_1.txt,
956456267,0.983333333,1
956458361,0.990555556,1
956460456,0.992777778,1
956462547,0.99,1
956464634,0.993157895,1
956466712,0.992105263,1
956468785,0.992105263,1
956470860,0.995,1
956472932,0.991666667,1
956475009,0.992222222,1
956476015, client_var_big_img.txt,
956477106,0.394,1
956479158,0,1
956481209,0,1
956483247,0,0
956485729,0,1
956488003,0,1
956490036,0,1
956492081,0,1
956494174,0,0
956496218, client_var_med_img.txt,
956496313,0,2
956498407,0.294545455,3
956500493,0.435,1
956502639,0.822,1
956504676,0.736,1
956506740,0.748235294,1
956508846,0.839375,1
956510933,0.773571429,1
956512977,0.782857143,1
956515055,0.715,1
956517148,0.725714286,1
,,
total response time: 57009.497883935415,,
,,
   Category  Action  MeanReward  VarianceReward  Count,,
0         0       0    0.583808        0.156626     81,,
1         0       1    0.785473        0.121690    326,,
2         0       2    0.438390        0.175441     43,,
3         0       3    0.273460        0.136634     25,,
