84615,1,
955509062, client_big_img.txt,
955529093, client_med_img_2.txt,
955549250, client_small_txt_1.txt,
955569328, client_var_big_img.txt,
955589562, client_var_med_img.txt,
955609687, client_big_img.txt,
955629984, client_med_img_2.txt,
955640055,0.83,3
955642216,0,1
955644576,0.868571429,1
955646618,0.992666667,0
955648656,0.421818182,1
955650125, client_small_txt_1.txt,
955650839,0.91,2
955652976,0.992777778,2
955655029,0.995789474,2
955657144,0.995,2
955659189,0.998333333,2
955661228,0.993684211,2
955663306,0.995555556,2
955665364,0.994347826,2
955667405,0.996666667,2
955669486,0.995,2
955670250, client_var_big_img.txt,
955671527,0,1
955674980,0,0
955677118,0,2
955679197,0,1
955682011,0,3
955684182,0,0
955686339,0,2
955688726,0,1
955690312, client_var_med_img.txt,
955691688,0.429090909,1
955693784,0.794666667,1
955695837,0.841875,1
955697881,0.793333333,1
955699940,0.832,0
955702087,0.895625,3
955704278,0.248,0
955706524,0.89375,0
955708629,0.895,2
955710468, client_big_img.txt,
955710752,0.335555556,0
955713352,0,1
955715481,0.7425,1
955717544,0.983846154,1
955719628,0.980769231,1
955721716,0.982307692,1
955723798,0.985714286,1
955725841,0.985714286,1
955727889,0.981428571,1
955730024,0.986153846,1
955730593, client_med_img_2.txt,
955732113,0.836153846,1
955734190,0.98625,1
955736290,0.986666667,1
955738375,0.986,1
955740486,0.988235294,1
955742527,0.98875,1
955744610,0.989375,1
955746672,0.986666667,1
955748766,0.988,1
955750718, client_small_txt_1.txt,
955750807,0.986875,1
955752854,0.988888889,1
955754930,0.995,1
955757003,0.995555556,1
955759046,0.994736842,1
955761138,0.989473684,1
955763228,0.991578947,1
955765311,0.992413793,1
955767385,0.993333333,2
955769559,0.989444444,2
955770812, client_var_big_img.txt,
955771661,0.991,2
955773703,0,1
955775752,0,3
955778054,0,0
955780293,0,1
955782449,0,2
955784651,0,1
955787827,0,0
955790008,0,1
955790906, client_var_med_img.txt,
955792165,0.376363636,3
955794315,0.285,2
955796496,0.35,1
955798655,0.689285714,1
955800705,0.813333333,1
955802768,0.738571429,1
955804863,0.765,1
955806950,0.767058824,2
955809142,0.459166667,0
955810968, client_big_img.txt,
955811263,0.835,1
955813569,0.770769231,0
955815699,0.23,1
955817783,0.785,1
955819819,0.978,1
955821905,0.98,1
955824004,0.983571429,1
955826041,0.991875,1
955828092,0.987142857,1
955830124,0.987142857,1
955831078, client_med_img_2.txt,
955832167,0.858461538,1
955834243,0.989333333,1
955836328,0.984,1
955838399,0.986666667,1
955840456,0.991333333,1
955842533,0.980714286,1
955844624,0.987777778,1
955846717,0.980714286,1
955848791,0.983571429,3
955850878,0,1
955851156, client_small_txt_1.txt,
955853000,0.995555556,1
955855032,0.995833333,1
955857127,0.989545455,1
955859216,0.990555556,1
955861288,0.993888889,1
955863327,0.995263158,1
955865430,0.991666667,1
955867529,0.993,1
955869621,0.990555556,1
955871171, client_var_big_img.txt,
955871705,0.621428571,2
955874240,0,1
955877359,0,0
955879881,0,1
955882023,0,1
955884061,0,2
955886242,0,1
955889341,0,0
955891437, client_var_med_img.txt,
955891566,0,3
955893663,0.304545455,1
955895784,0.672857143,1
955897842,0.699285714,1
955899932,0.672142857,1
955902009,0.722142857,2
955904236,0.18,1
955906394,0.666153846,1
955908465,0.735714286,1
955910542,0.726428571,1
955911500, client_big_img.txt,
955912612,0.772307692,3
955914769,0,1
955916828,0.83,0
955918931,0.205,1
955920999,0.814615385,1
955923060,0.994,1
955925093,0.987857143,1
955927142,0.982142857,1
955929225,0.987857143,1
955931312,0.990714286,1
955931593, client_med_img_2.txt,
955933385,0.856428571,1
