3,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.9956,0,0
801483031, client_big_img.txt,,,
801503328, client_med_img_2.txt,,,
801508275,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.975846154,0,2
801510338,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.9775,0,1
801512391,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.995333333,0,3
801514543,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.800166667,0,0
801516630,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.975128205,0,2
801518867,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.982205128,0,1
801520988,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.994666667,0,0
801523115,[[8.30895000e+05 9.18000000e+02 3.91243564e-01]],0.972769231,0,2
801523390, client_small_txt_1.txt,,,
801525219,[[0.00e+00 5.84e+02 1.00e-10]],0.999777778,1,0
801527299,[[0.00e+00 9.18e+02 1.00e-10]],0.998481481,1,1
801529422,[[0.00e+00 9.18e+02 1.00e-10]],0.999703704,1,3
801531506,[[0.00e+00 5.84e+02 1.00e-10]],0.997333333,1,2
801533563,[[0.00e+00 5.84e+02 1.00e-10]],0.999481481,1,1
801535646,[[0.00e+00 9.18e+02 1.00e-10]],0.999851852,1,0
801537738,[[0.00e+00 9.18e+02 1.00e-10]],0.999148148,1,3
801539821,[[0.00e+00 5.84e+02 1.00e-10]],0.997254902,1,1
801541968,[[0.00e+00 9.18e+02 1.00e-10]],0.999529412,1,2
801543421, client_var_big_img.txt,,,
801544099,[[0.00e+00 5.84e+02 1.00e-10]],0.99925,1,0
801546480,[[3.276757e+06 0.000000e+00 3.000000e+00]],0.907666667,2,1
801548644,[[3.2767570e+06 0.0000000e+00 1.5849625e+00]],0.735777778,2,2
801550702,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.202,2,3
801553389,[[3.272815e+06 0.000000e+00 1.000000e-10]],0.263333333,2,0
801555728,[[3.276757e+06 0.000000e+00 3.000000e+00]],0.917416667,2,1
801557800,[[3.276757e+06 0.000000e+00 2.000000e+00]],0.742,2,0
801560234,[[3.27675700e+06 0.00000000e+00 3.32192809e+00]],0.942466667,2,3
801562431,[[3.272814e+06 0.000000e+00 1.000000e-10]],0.32,2,1
801563625, client_var_med_img.txt,,,
801564647,[[3.74941545e+05 0.00000000e+00 3.45943162e+00]],0.958787879,0,2
801566826,[[6.6973000e+04 0.0000000e+00 3.5849625e+00]],0.9655,0,3
801568920,[[6.69724286e+04 0.00000000e+00 3.80735492e+00]],0.979571429,0,0
801571050,[[8.476000e+04 0.000000e+00 4.169925e+00]],0.997333333,0,2
801573156,[[6.69723077e+04 0.00000000e+00 3.54659356e+00]],0.974923077,0,3
801575233,[[6.6973000e+04 0.0000000e+00 3.5849625e+00]],0.969777778,0,1
801577295,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.98252381,0,0
801579350,[[8.47600000e+04 0.00000000e+00 4.08746284e+00]],0.995176471,0,2
801581463,[[6.69724545e+04 0.00000000e+00 3.45943162e+00]],0.960969697,0,3
801583659,[[6.69729091e+04 0.00000000e+00 3.45943162e+00]],0.976,0,1
801583703, client_big_img.txt,,,
801585892,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.986974359,2,2
801588008,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.944444444,2,0
801590095,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.952666667,2,1
801592266,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.990095238,2,2
801594367,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.9385,2,0
801596395,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.959333333,2,1
801598442,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.98825641,2,2
801600523,[[1.669582e+06 0.000000e+00 1.000000e-10]],0.964666667,2,0
801602668,[[1.671167e+06 0.000000e+00 1.000000e-10]],0.957272727,2,1
801603843, client_med_img_2.txt,,,
801604772,[[1.02480392e+06 0.00000000e+00 7.79349837e-01]],0.979435897,2,2
801606895,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.982102564,2,0
801608942,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.973435897,2,3
801611024,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.838,2,1
801613121,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.9956,2,2
801615263,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.983230769,2,0
801617382,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.97625641,2,1
801619431,[[8.30895e+05 0.00000e+00 1.00000e-10]],0.995333333,2,3
801621589,[[8.24536e+05 0.00000e+00 1.00000e-10]],0.8212,2,2
801623846,[[8.24536000e+05 5.84000000e+02 7.79349837e-01]],0.982,2,0
801623875, client_small_txt_1.txt,,,
801625902,[[0.00e+00 9.18e+02 1.00e-10]],0.999148148,1,3
801627998,[[0.00e+00 5.84e+02 1.00e-10]],0.998235294,1,1
