647,0.117647059,0,100,1,2,,
1158129812, client_big_img.txt,,,,,,
1158149859, client_med_img_2.txt,,,,,,
1158170000, client_small_txt_1.txt,,,,,,
1158190046, client_var_big_img.txt,,,,,,
1158195081,[[3.272814e+06 0.000000e+00 1.000000e-10]],0,2992,0,100,2,0
1158198502,[[3.27675700e+06 0.00000000e+00 2.80735492e+00]],0,173.2857143,0,100,2,1
1158200737,[[3.276757e+06 0.000000e+00 1.000000e+00]],0,777,0,100,2,3
1158203387,[[3.272815e+06 0.000000e+00 1.000000e-10]],0,1849,0,100,2,0
1158207259,[[3.2767570e+06 0.0000000e+00 2.5849625e+00]],0,217.1666667,0,100,2,1
1158209522,[[3.276757e+06 0.000000e+00 1.000000e-10]],0,831,0,100,2,2
1158210781, client_var_med_img.txt,,,,,,
1158212699,[[6.697200e+04 0.000000e+00 3.169925e+00]],0.018888889,98.11111111,0,100,0,3
1158214893,[[6.69730000e+04 0.00000000e+00 3.45943162e+00]],0.772391416,75.72727273,8.582857143,332.7083333,0,0
1158217063,[[8.476e+04 0.000e+00 4.000e+00]],0.965059487,11.625,8.582857143,332.7083333,0,1
1158219178,[[8.47600000e+04 0.00000000e+00 3.80735492e+00]],0.906395921,31.14285714,8.582857143,332.7083333,0,0
1158221313,[[8.476e+04 0.000e+00 4.000e+00]],0.965623043,11.4375,8.582857143,332.7083333,0,3
1158223431,[[6.69730000e+04 0.00000000e+00 3.32192809e+00]],0.765259862,78.1,8.582857143,332.7083333,0,1
1158225561,[[8.47600000e+04 0.00000000e+00 3.70043972e+00]],0.892259525,35.84615385,8.582857143,332.7083333,0,0
1158227861,[[8.476e+04 0.000e+00 4.000e+00]],0.961865999,12.6875,8.582857143,332.7083333,0,1
1158229994,[[8.47600000e+04 0.00000000e+00 3.70043972e+00]],0.887173065,37.53846154,8.582857143,332.7083333,0,3
1158230812, client_big_img.txt,,,,,,
1158232280,[[6.01175333e+05 0.00000000e+00 1.58496250e+00]],0,489.6666667,0,100,2,2
